;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_activation;param_hidden_layer_sizes;param_learning_rate_init;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0;408.38114590644835;33.07630127019608;0.48015456199645995;0.039677736665721094;logistic;128;0.001;{'activation': 'logistic', 'hidden_layer_sizes': 128, 'learning_rate_init': 0.001};0.9648308661156333;0.9661045269702223;0.9623118998892218;0.9648794102522347;0.9655609326159867;0.9647375271686599;0.0013007071657633084;7
1;1150.217021036148;5.739899508609218;0.1997894287109375;0.01355795116980064;logistic;128;0.0001;{'activation': 'logistic', 'hidden_layer_sizes': 128, 'learning_rate_init': 0.0001};0.9632304145396244;0.9637552030397544;0.9623713063341087;0.9658327830241428;0.9645310262145937;0.9639441466304449;0.0011773117556195282;8
2;764.1137712955475;29.77601618429396;0.7694361209869385;0.07372414775278473;logistic;256;0.001;{'activation': 'logistic', 'hidden_layer_sizes': 256, 'learning_rate_init': 0.001};0.9697234852861337;0.9710016388658114;0.9656555799305868;0.969523931673217;0.9687452285757449;0.9689299728662988;0.0017905322442568438;5
3;1401.9725708007813;5.093860720655181;0.14637770652770996;0.005530205417992225;logistic;256;0.0001;{'activation': 'logistic', 'hidden_layer_sizes': 256, 'learning_rate_init': 0.0001};0.9676551825059903;0.9682614711226046;0.967146628706115;0.9693559242220621;0.9699104129556517;0.9684659239024848;0.0010313381171974385;6
4;257.71197457313536;24.63742514247997;0.486814022064209;0.03193293467953529;relu;128;0.001;{'activation': 'relu', 'hidden_layer_sizes': 128, 'learning_rate_init': 0.001};0.9618043290636182;0.9735249056718832;0.9721961120783653;0.9743492195082574;0.972128762271606;0.9708006657187461;0.004575126261165116;4
5;683.5501337051392;33.4496347116559;0.3203557014465332;0.07762524126117071;relu;128;0.0001;{'activation': 'relu', 'hidden_layer_sizes': 128, 'learning_rate_init': 0.0001};0.9701063112599211;0.9721307722695247;0.9699560412105068;0.9723372896845976;0.9704024010008785;0.9709865630850858;0.0010307027655634007;3
6;497.64477972984315;70.5672739608764;0.5762015819549561;0.17128786393490505;relu;256;0.001;{'activation': 'relu', 'hidden_layer_sizes': 256, 'learning_rate_init': 0.001};0.9669015477410815;0.9756441730271366;0.9750801978191141;0.9746633027231703;0.9743179566283218;0.9733214355877647;0.003240277005319952;2
7;517.8433669567108;55.62657734692865;0.17690801620483398;0.02341500169337611;relu;256;0.0001;{'activation': 'relu', 'hidden_layer_sizes': 256, 'learning_rate_init': 0.0001};0.9740989196784046;0.9757769005175423;0.9718431132336877;0.975903109697637;0.9734477691140114;0.9742139624482565;0.0015177092541769082;1
